Gene,p_value,fold_change
208747_s_at,5.0404409547839165e-05,1008.7765116279068
200727_s_at,3.720849850970154e-15,1008.413581395349
220147_s_at,1.7293876975338683e-07,1007.7209767441859
203509_at,9.044547085277835e-11,1007.620697674419
210394_x_at,2.3195551218593796e-10,1004.9854883720932
207152_at,1.0133388479166331e-11,1004.6038604651162
218167_at,1.5884124562724356e-09,1003.5597674418609
221253_s_at,5.585247176070207e-08,1001.5500000000002
201059_at,8.038327524968132e-05,1001.5363255813959
205913_at,0.04870186114814116,1001.4391860465118
220122_at,6.699237035431428e-10,1000.8680465116281
200667_at,8.984535762677978e-09,1000.5613488372092
208691_at,8.171271851243025e-05,1000.4545348837207
49878_at,5.948178485865564e-16,1000.2555813953495
91920_at,2.3647281401723158e-11,1000.0598837209304
